,cost,numRoom,NameRoom,square,squareKitchen,floor,repair,warmFloor,SellingMethod,ceilingHeight,livingSpace,Appliances,Balcony,Furniture,Toilet,TransactionType,TypeRoom,name,district,districtName,typeHome,yearBuilding,floorInHome,passengerElevator,freightElevator,nameHome,frame,officialDeveloper,participationType,deadLine,inHome,parking,yard
1387,5173850,2,2,40.9,5.9,14,,,,,25.3,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1388,5997600,2,2,50.4,11.3,7,,,,,25.8,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1389,4748040,1,1,36.3,11.5,3,,,,,14.2,,Балкон,,,,,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1390,7116000,3,3,59.3,6.8,11,,,,,38.0,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1391,5426850,2,2,42.9,5.2,15,,,,,25.0,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1392,5145500,2,2,41.0,5.9,10,,,,,25.3,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1393,6722200,3,3,55.1,7.7,8,,,,,34.4,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1394,6086300,2,2,50.3,11.3,14,,,,,25.8,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1395,4327050,0,Студия,31.7,,6,,,,,14.3,,Балкон,,,,,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1396,5425000,2,2,43.4,7.8,8,,,,,23.5,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1397,5170800,2,2,41.7,5.3,4,,,,,26.2,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1398,5381600,2,2,43.4,7.8,4,,,,,23.5,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1399,7145650,3,3,59.3,6.8,15,,,,,38.0,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1400,5473900,2,2,43.0,5.2,8,,,,,25.0,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1401,5418000,2,2,43.0,7.4,13,,,,,23.5,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1402,5220800,2,2,41.6,6.9,9,,,,,23.2,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1403,5178600,2,2,41.1,6.4,11,,,,,23.2,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1404,6602750,3,3,53.9,6.8,9,,,,,34.4,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1405,5132950,2,2,40.9,5.9,10,,,,,25.3,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1406,6468000,3,3,53.9,6.8,12,,,,,34.4,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1407,5891350,2,2,49.3,9.9,9,,,,,28.2,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1408,4744960,1,1,35.2,11.5,15,,,,,11.4,,Балкон,,,,,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1409,5178600,2,2,41.1,6.4,13,,,,,23.2,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1410,6722200,3,3,55.1,7.7,6,,,,,34.4,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1411,5186500,2,2,41.0,5.9,15,,,,,25.3,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1412,6148800,2,2,50.4,11.3,8,,,,,25.8,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1413,6010850,2,2,50.3,11.3,10,,,,,25.8,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1414,4923840,1,1,36.8,10.9,9,,,,,15.2,,Балкон,,,,,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1415,5220800,2,2,41.6,6.9,9,,,,,23.2,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1416,5153400,2,2,40.9,5.9,11,,,,,25.3,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1417,4336800,0,Студия,31.2,,15,,,,,14.3,,Балкон,,,,,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1418,5200000,2,2,41.6,6.9,8,,,,,23.2,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1419,4875090,1,1,36.3,11.5,12,,,,,14.2,,Балкон,,,,,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1420,4844400,1,1,36.7,10.9,13,,,,,15.2,,Балкон,,,,,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1421,7145650,3,3,59.3,6.8,14,,,,,38.0,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1422,4727360,1,1,35.2,11.5,13,,,,,11.4,,Балкон,,,,,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1423,5425000,2,2,43.4,7.8,7,,,,,23.5,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1424,5212500,2,2,41.7,5.3,8,,,,,26.2,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1425,5495400,2,2,43.0,7.4,10,,,,,23.5,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1426,6061150,2,2,50.3,11.3,11,,,,,25.8,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1427,5173850,2,2,40.9,5.9,15,,,,,25.3,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1428,6138000,2,2,49.5,10.9,15,,,,,25.2,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1429,5375000,2,2,43.0,5.2,7,,,,,25.0,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1430,5842900,2,2,49.1,12.5,8,,,,,24.5,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1431,5199150,2,2,41.1,6.4,14,,,,,23.2,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1432,5516900,2,2,43.0,7.4,13,,,,,23.5,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1433,5178600,2,2,41.1,6.4,11,,,,,23.2,,Балкон,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1434,5890500,2,2,49.5,10.9,8,,,,,25.2,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1435,4910460,1,1,36.7,10.9,10,,,,,15.2,,Балкон,,,,,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1436,5425000,2,2,43.4,7.8,8,,,,,23.5,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1437,7242050,3,3,60.1,6.8,5,,,,,38.0,,Лоджия,,,,Изолированные,"ул. Серебристая, д. 16",1.0,р-н Мотовилихинский,,,,,,,,,,,,,
1438,10850000,3,3,87.7,15.8,3,,,Переуступка,2.7,47.8,,Лоджия,,"Совмещенный,Раздельный",Возможна ипотека,Изолированные,"ул. Революции, д. 52В",3.0,р-н Свердловский,Монолитный,,23.0,2,1,ЖК «Гулливер»,Дом 52В (Блок 4),АО «СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК «КОРТРОС-ПЕРМЬ»,другое,сдан,,Подземная,"Закрытая территория,Детская площадка,Спортивная площадка"
1439,9800000,3,3,85.7,14.2,15,,,Переуступка,2.7,44.5,,Лоджия,,Совмещенный,Возможна ипотека,Изолированные,"ул. Революции, д. 52В",3.0,р-н Свердловский,Монолитный,,23.0,2,1,ЖК «Гулливер»,Дом 52В (Блок 4),АО «СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК «КОРТРОС-ПЕРМЬ»,другое,сдан,,Подземная,"Закрытая территория,Детская площадка,Спортивная площадка"
1440,2460000,1,1,33.3,6.0,2,Требует ремонта,,Свободная,256.0,18.4,,Балкон,,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, Студенческая ул., 25",1.0,р-н Мотовилихинский,Кирпичный,,5.0,,,,,,,,Газ,,Детская площадка
1441,3800000,2,2,50.0,8.0,4,Требует ремонта,,Свободная,,,,Лоджия,"Кухня,Хранение одежды",Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Гашкова, 28",1.0,р-н Мотовилихинский,Кирпичный,1991,10.0,1,,,,,,,Газ,"Открытая во дворе,За шлагбаумом во дворе",Детская площадка
1442,5950000,0,Студия,42.0,,19,Дизайнерский,,Свободная,2.7,31.0,"Холодильник,Стиральная машина",Лоджия,"Кухня,Хранение одежды",Совмещенный,Возможна ипотека,,"Пермский край, Пермь, ул. Карпинского, 50",7.0,р-н Индустриальный,Монолитно-кирпичный,2022,25.0,1,1,,,,,,Консьерж,"Подземная,Наземная многоуровневая,Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
1443,7150000,2,2,52.0,11.4,8,Евро,,Свободная,2.7,28.4,,Лоджия,,Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Карпинского, 50",7.0,р-н Индустриальный,Монолитно-кирпичный,2022,25.0,1,1,,,,,,Консьерж,"Подземная,Наземная многоуровневая,Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
1444,4900000,1,1,38.0,10.0,15,Требует ремонта,,Свободная,,,,Лоджия,,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, ул. Карпинского, 50",7.0,р-н Индустриальный,Монолитно-кирпичный,2022,25.0,1,1,,,,,,Консьерж,"Подземная,Наземная многоуровневая,Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
1445,5200000,2,2,44.3,17.4,18,Евро,,Свободная,2.7,14.6,,Лоджия,Кухня,Совмещенный,,Изолированные,"Пермский край, Пермь, ул. Карпинского, 50",7.0,р-н Индустриальный,Монолитно-кирпичный,2022,25.0,1,1,,,,,,Консьерж,"Подземная,Наземная многоуровневая,Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
1446,14500000,4,4,115.0,22.0,25,Требует ремонта,,Свободная,3.0,,,Балкон,,Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Карпинского, 50",7.0,р-н Индустриальный,Монолитно-кирпичный,2022,25.0,1,1,,,,,,Консьерж,"Подземная,Наземная многоуровневая,Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
1447,4950000,3,3,88.0,12.0,3,Косметический,,Свободная,3.0,,,Балкон,,Раздельный,,Изолированные,"Пермский край, Пермь, Краснофлотская ул., 15",3.0,р-н Свердловский,Кирпичный,,3.0,,,,,,,,,Открытая во дворе,
1448,5190000,2,2,54.0,9.0,7,Косметический,,Свободная,,33.0,,Лоджия,,Раздельный,,Изолированные,"Пермский край, Пермь, Республиканская ул., 12",1.0,р-н Мотовилихинский,Панельный,,10.0,,,,,,,,Газ,Открытая во дворе,"Детская площадка,Спортивная площадка"
1449,4000000,2,2,53.3,9.0,2,Косметический,,Свободная,2.7,18.0,,Балкон,,Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Республиканская ул., 12",1.0,р-н Мотовилихинский,Панельный,,10.0,,,,,,,,Газ,Открытая во дворе,"Детская площадка,Спортивная площадка"
1450,2705000,1,1,34.0,9.0,1,Требует ремонта,,Свободная,2.7,17.0,,,Хранение одежды,Раздельный,,,"Пермский край, Пермь, Республиканская ул., 12",1.0,р-н Мотовилихинский,Панельный,,10.0,,,,,,,,Газ,Открытая во дворе,"Детская площадка,Спортивная площадка"
1451,9600000,3,3,90.3,17.7,8,,,Переуступка,,38.3,,Балкон,,Совмещенный,Возможна ипотека,Изолированные,"ул. Сапфирная, д. 15",1.0,р-н Мотовилихинский,Монолитный,,9.0,1,1,Теплые кварталы «Погода»,Дом 15,ООО СЗ «Погода 3.6»,другое,1 кв. 2023 года,,,
1452,4350000,2,2,37.2,5.9,5,,,,,22.6,,Лоджия,,Совмещенный,,Изолированные,"ул. Сапфирная, д. 15",1.0,р-н Мотовилихинский,Монолитный,,9.0,1,1,Теплые кварталы «Погода»,Дом 15,ООО СЗ «Погода 3.6»,другое,1 кв. 2023 года,,,
1453,6250000,3,3,59.8,6.5,7,,,,,38.6,,Лоджия,,Совмещенный,,Изолированные,"ул. Сапфирная, д. 15",1.0,р-н Мотовилихинский,Монолитный,,9.0,1,1,Теплые кварталы «Погода»,Дом 15,ООО СЗ «Погода 3.6»,другое,1 кв. 2023 года,,,
1454,6000000,2,2,53.0,10.7,3,,,Переуступка,,25.4,,Лоджия,,Совмещенный,,Изолированные,"ул. Сапфирная, д. 15",1.0,р-н Мотовилихинский,Монолитный,,9.0,1,1,Теплые кварталы «Погода»,Дом 15,ООО СЗ «Погода 3.6»,другое,1 кв. 2023 года,,,
1455,5849000,2,2,52.7,,6,,,Переуступка,,25.4,,Лоджия,,Совмещенный,Возможна ипотека,,"ул. Сапфирная, д. 15",1.0,р-н Мотовилихинский,Монолитный,,9.0,1,1,Теплые кварталы «Погода»,Дом 15,ООО СЗ «Погода 3.6»,другое,1 кв. 2023 года,,,
1456,4986800,1,1,36.4,12.0,5,,,,,14.2,,Лоджия,,,,,"ул. Сапфирная, д. 15",1.0,р-н Мотовилихинский,Монолитный,,9.0,1,1,Теплые кварталы «Погода»,Дом 15,ООО СЗ «Погода 3.6»,другое,1 кв. 2023 года,,,
1457,6230000,2,2,58.2,5.5,5,,,,2.7,39.9,,Лоджия,,Совмещенный,Возможна ипотека,Изолированные,"ул. Сапфирная, д. 15",1.0,р-н Мотовилихинский,Монолитный,,9.0,1,1,Теплые кварталы «Погода»,Дом 15,ООО СЗ «Погода 3.6»,другое,1 кв. 2023 года,,,
1458,7272000,3,3,60.6,8.0,3,,,,,37.1,,,,,,Изолированные,"ул. Сапфирная, д. 15",1.0,р-н Мотовилихинский,Монолитный,,9.0,1,1,Теплые кварталы «Погода»,Дом 15,ООО СЗ «Погода 3.6»,другое,1 кв. 2023 года,,,
1459,5253900,2,2,42.2,6.4,3,,,,,22.1,,Лоджия,,,,Изолированные,"ул. Сапфирная, д. 15",1.0,р-н Мотовилихинский,Монолитный,,9.0,1,1,Теплые кварталы «Погода»,Дом 15,ООО СЗ «Погода 3.6»,другое,1 кв. 2023 года,,,
